2.509341343864896,3.729759895751011
4.88495594393546,6.869929661545545
2.768681961184165,8.537402828143772
5.110907157353376,9.762006342500666
8.274450641876069,9.131841220952715
9.042235987144064,9.336223305025447
3.5492713752768736,4.0110922821376
8.352623340686279,4.255620637993571
6.304167225044273,7.578089807293745
1.9311321412757056,6.713466233316345
5.595860201041672,9.449517329923733
5.847497392234996,4.584462099564243
7.393579333605682,5.991072853618109
8.263513960563863,1.3199316178126823
9.61656279648463,5.185340830311998
2.3480662302034965,5.553044439337488
9.985823119278194,7.895301240875149
7.508404530740104,6.564479171876551
1.5801724396094792,9.357790811214207
2.1654106435919855,6.2157312119266255
9.319437279968062,2.753776358387308
4.999222143866909,2.568866481095042
6.222889823190897,8.838724977812475
2.482878440946317,5.377244823403392
6.982848193984011,5.818692153616874
5.267291776759181,2.1376418840046543
9.165713600043755,3.8963484127410415
2.8559778831158047,7.035679900755195
3.816739198639331,1.2559052499722156
6.307029922623497,6.087835544104777
4.069056841754797,2.2696546212748094
2.990522787436984,9.441279161989389
6.343383305644058,1.0917897826940255
3.0374726025767216,4.090642927368745
4.489746750724207,7.54150888578084
4.824411180103075,6.991909332016499
2.3728367810857556,8.586436256565442
5.686731260723867,9.825146099799795
1.0721171243626078,3.9029133507608456
7.260766080774415,5.575285354071327
3.7114883360257576,3.009903138511558
9.612068422698885,3.140186299146937
2.8885209477936926,9.43354366720185
4.9356558426534285,8.933647829617081
8.405873971299192,6.708978903387832
7.641264171847381,6.942907652123214
4.476640658361967,8.983187538075791
3.1443707196167807,7.418562811556551
3.966343037487546,1.2144887225090493
2.4685310031667758,5.080510458022461
